datetime,track name,artist,album name,track duration,abum image url,spotify url,spotify track id,genre,track playing,tempo,acousticness,livelines,danceability,speechiness,loudness,energy,instrumentalness
2018-12-25 17:23:11,Lonely This Christmas,Mud,The Very Best Of Mud,213160,https://i.scdn.co/image/679d1435ab210528d3d06007900415bc0bed0613,https://open.spotify.com/track/6ka53p5HloApRQ2ptSpuGB,spotify:track:6ka53p5HloApRQ2ptSpuGB,glam rock,TRUE,98.932,0.81,0.115,0.551,0.0286,-13.507,0.325,0.000112
2018-12-25 17:30:04,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,McCartney II (Special Edition),227653,https://i.scdn.co/image/c55948e61a6004332d309b44907e5e7176d5cde5,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7,spotify:track:4gavOCQdZ2g86gkvi17FM7,album rock,TRUE,94.736,0.322,0.0672,0.774,0.0319,-8.914,0.511,0
2018-12-25 17:30:40,Mary's Boy Child / Oh My Lord,Boney M.,The Essential Boney M.,242040,https://i.scdn.co/image/55d196a8ef386b5f701679403cf63a97515f903f,https://open.spotify.com/track/6resBlGseVzmq56zkIvLWm,spotify:track:6resBlGseVzmq56zkIvLWm,disco,TRUE,112.537,0.0501,0.162,0.731,0.0312,-7.174,0.796,0
2018-12-25 17:35:09,Rasputin,Boney M.,Nightflight to Venus,351573,https://i.scdn.co/image/522712a2e2d0b2e2812e551f83d0f2175ec2eece,https://open.spotify.com/track/5jkFvD4UJrmdoezzT1FRoP,spotify:track:5jkFvD4UJrmdoezzT1FRoP,disco,TRUE,126.143,0.289,0.222,0.639,0.036,-6.509,0.893,0.00816
2018-12-25 17:35:09,Rasputin,Boney M.,Nightflight to Venus,351573,https://i.scdn.co/image/522712a2e2d0b2e2812e551f83d0f2175ec2eece,https://open.spotify.com/track/5jkFvD4UJrmdoezzT1FRoP,spotify:track:5jkFvD4UJrmdoezzT1FRoP,disco,TRUE,126.143,0.289,0.222,0.639,0.036,-6.509,0.893,0.00816
2018-12-25 17:41:58,Buffalo Soldier,Bob Marley & The Wailers,Confrontation,257440,https://i.scdn.co/image/02f203ef7e3b380a7fbafa899b409b9d63d2dc58,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,reggae,TRUE,124.115,0.143,0.0586,0.932,0.29,-8.66,0.469,0.00000443
2018-12-25 17:42:28,Buffalo Soldier,Bob Marley & The Wailers,Confrontation,257440,https://i.scdn.co/image/02f203ef7e3b380a7fbafa899b409b9d63d2dc58,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,reggae,TRUE,124.115,0.143,0.0586,0.932,0.29,-8.66,0.469,0.00000443
2018-12-25 17:46:47,Rastaman Live Up,Bob Marley & The Wailers,Confrontation,327133,https://i.scdn.co/image/02f203ef7e3b380a7fbafa899b409b9d63d2dc58,https://open.spotify.com/track/2wFw6mZzzABL9gktquq7I5,spotify:track:2wFw6mZzzABL9gktquq7I5,reggae,TRUE,130.679,0.239,0.0469,0.913,0.15,-11.315,0.329,0.0274
2018-12-25 17:46:47,Rastaman Live Up,Bob Marley & The Wailers,Confrontation,327133,https://i.scdn.co/image/02f203ef7e3b380a7fbafa899b409b9d63d2dc58,https://open.spotify.com/track/2wFw6mZzzABL9gktquq7I5,spotify:track:2wFw6mZzzABL9gktquq7I5,reggae,TRUE,130.679,0.239,0.0469,0.913,0.15,-11.315,0.329,0.0274
2018-12-25 17:52:15,Zimbabwe,Bob Marley & The Wailers,Survival,231266,https://i.scdn.co/image/8bdb94ffd3f7dd24980b7281d79643a7d60b0f51,https://open.spotify.com/track/5ApfJDLibIoWL0mRZ5uOKu,spotify:track:5ApfJDLibIoWL0mRZ5uOKu,reggae,TRUE,125.238,0.0901,0.0467,0.932,0.0853,-8.278,0.611,0.00156
2018-12-25 17:56:08,Positive Vibration,Bob Marley & The Wailers,Rastaman Vibration,215920,https://i.scdn.co/image/f705980c315fecf7d4c8377f43882acd16676e78,https://open.spotify.com/track/2eHOlLD5glnSYlfWXYGTbd,spotify:track:2eHOlLD5glnSYlfWXYGTbd,reggae,TRUE,131.874,0.0186,0.0608,0.918,0.0685,-11.781,0.362,0.00159
2018-12-25 17:59:59,Buffalo Soldier,Bob Marley & The Wailers,Confrontation,257440,https://i.scdn.co/image/02f203ef7e3b380a7fbafa899b409b9d63d2dc58,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,spotify:track:7BfW1eoDh27W69nxsmRicb,reggae,TRUE,124.115,0.143,0.0586,0.932,0.29,-8.66,0.469,0.00000443
2018-12-26 14:26:38,Santa Baby,Eartha Kitt,Santa Baby,211240,https://i.scdn.co/image/3278a766ba1a592a4e93e3a531ad3200fce61d3c,https://open.spotify.com/track/5P5efUJoM4Ykh4xG1sZT6F,spotify:track:5P5efUJoM4Ykh4xG1sZT6F,adult standards,TRUE,84.854,0.969,0.127,0.722,0.0551,-16.467,0.0767,0.00000148
2018-12-26 14:27:08,Santa Baby,Eartha Kitt,Santa Baby,211240,https://i.scdn.co/image/3278a766ba1a592a4e93e3a531ad3200fce61d3c,https://open.spotify.com/track/5P5efUJoM4Ykh4xG1sZT6F,spotify:track:5P5efUJoM4Ykh4xG1sZT6F,adult standards,TRUE,84.854,0.969,0.127,0.722,0.0551,-16.467,0.0767,0.00000148
2018-12-26 14:35:07,Christmas Lights - Live From Spotify London,Coldplay,Live From Spotify London,268521,https://i.scdn.co/image/4317431d629c6bc2153f2555b93cabddf410b658,https://open.spotify.com/track/4QVdnpSO5JGMFOEl6ys4RQ,spotify:track:4QVdnpSO5JGMFOEl6ys4RQ,permanent wave,TRUE,132.062,0.207,0.858,0.295,0.0327,-9.478,0.496,0.000396
2018-12-26 14:35:07,Christmas Lights - Live From Spotify London,Coldplay,Live From Spotify London,268521,https://i.scdn.co/image/4317431d629c6bc2153f2555b93cabddf410b658,https://open.spotify.com/track/4QVdnpSO5JGMFOEl6ys4RQ,spotify:track:4QVdnpSO5JGMFOEl6ys4RQ,permanent wave,TRUE,132.062,0.207,0.858,0.295,0.0327,-9.478,0.496,0.000396
2018-12-26 14:39:37,Lonely This Christmas,Mud,The Very Best Of Mud,213160,https://i.scdn.co/image/679d1435ab210528d3d06007900415bc0bed0613,https://open.spotify.com/track/6ka53p5HloApRQ2ptSpuGB,spotify:track:6ka53p5HloApRQ2ptSpuGB,glam rock,TRUE,98.932,0.81,0.115,0.551,0.0286,-13.507,0.325,0.000112
2018-12-26 14:43:12,Step Into Christmas,Elton John,Caribou (Remastered),272333,https://i.scdn.co/image/8cb7bed77d1101b162d281284a89c26d721318c3,https://open.spotify.com/track/10HDoLPz2bucGBkoNEjDHW,spotify:track:10HDoLPz2bucGBkoNEjDHW,glam rock,TRUE,140.419,0.0887,0.314,0.54,0.0337,-6.252,0.928,0.0000111
2018-12-26 14:47:46,Mistletoe and Wine,Cliff Richard,Together With Cliff Richard,245333,https://i.scdn.co/image/8ca63c1797616c7bf445519ecba0810446fd629e,https://open.spotify.com/track/3AgiRs3oxc2dFh0CPUHXJs,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,adult standards,TRUE,135.002,0.69,0.136,0.498,0.0345,-14.392,0.432,0
2018-12-26 14:47:46,Mistletoe and Wine,Cliff Richard,Together With Cliff Richard,245333,https://i.scdn.co/image/8ca63c1797616c7bf445519ecba0810446fd629e,https://open.spotify.com/track/3AgiRs3oxc2dFh0CPUHXJs,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,adult standards,TRUE,135.002,0.69,0.136,0.498,0.0345,-14.392,0.432,0
2018-12-26 14:51:53,Run Rudolph Run,Chuck Berry,Johnny B. Goode/His Complete `50s Chess Recordings,163760,https://i.scdn.co/image/1d962b36100fcf659e121da35418a59c3f2fd073,https://open.spotify.com/track/2YRAHBcCATVlCgVQg8Mitd,spotify:track:2YRAHBcCATVlCgVQg8Mitd,christmas,TRUE,151.95,0.915,0.157,0.668,0.112,-6.302,0.847,0.0001
2018-12-26 15:02:45,Stay Another Day,East 17,Steam,267480,https://i.scdn.co/image/eae82f09177531acff38f14d1f59d258666b5980,https://open.spotify.com/track/0QIgxEydF4mfYc9qraBzqT,spotify:track:0QIgxEydF4mfYc9qraBzqT,boy band,TRUE,127.801,0.6,0.171,0.515,0.0275,-9.197,0.452,0.00073
2018-12-26 15:03:15,Stay Another Day,East 17,Steam,267480,https://i.scdn.co/image/eae82f09177531acff38f14d1f59d258666b5980,https://open.spotify.com/track/0QIgxEydF4mfYc9qraBzqT,spotify:track:0QIgxEydF4mfYc9qraBzqT,boy band,TRUE,127.801,0.6,0.171,0.515,0.0275,-9.197,0.452,0.00073
2018-12-26 15:17:02,In Dulci Jubilo,Mike Oldfield,The Mike Oldfield Collection,170173,https://i.scdn.co/image/793649687e7405308559397402efc6e47145f94d,https://open.spotify.com/track/4W5EgSwFClWrZZda0l1C2H,spotify:track:4W5EgSwFClWrZZda0l1C2H,album rock,TRUE,119.613,0.208,0.554,0.351,0.039,-11.789,0.322,0.393
2018-12-26 15:19:55,Baby It's Cold Outside,Ella Fitzgerald,Ella & Friends,160821,https://i.scdn.co/image/74a50932634eb8ba4c5e005f9d2b4574f19ef2b6,https://open.spotify.com/track/7bomUcOZwl9IHBW29XuNR8,spotify:track:7bomUcOZwl9IHBW29XuNR8,adult standards,TRUE,113.085,0.934,0.14,0.786,0.0583,-13.752,0.0781,0
2018-12-26 15:28:39,Rockin' Robin,Michael Jackson,Got To Be There,151933,https://i.scdn.co/image/e7ddac1f12e3b674661b59d2464f1f4a0a07d55c,https://open.spotify.com/track/2aadUB2b4hugbdIPU8Aypk,spotify:track:2aadUB2b4hugbdIPU8Aypk,pop,TRUE,173.277,0.297,0.323,0.626,0.111,-9.046,0.704,0.0000148
2018-12-26 15:31:12,"Main Title from Home Alone (""Somewhere in My Memory"") - Voice",John Williams,Home Alone - Soundtrack,293333,https://i.scdn.co/image/eae6cbd796b10f19d8c910ee2d7c2dea6053140f,https://open.spotify.com/track/6imurX7g4lyZRxvfyDivyp,spotify:track:6imurX7g4lyZRxvfyDivyp,soundtrack,TRUE,102.177,0.969,0.0686,0.222,0.0365,-20.928,0.058,0.258
2018-12-26 15:35:38,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,The Christmas Song,191640,https://i.scdn.co/image/834ca47cdd3817073dcc320b3a768e4d73c17fac,https://open.spotify.com/track/4cqLCCMzG6GQ9Bch2PBzFp,spotify:track:4cqLCCMzG6GQ9Bch2PBzFp,adult standards,TRUE,131.76,0.857,0.0995,0.381,0.0384,-15.439,0.141,0.00000113
2018-12-26 15:41:54,Silent Night - 1942 Single Version,Bing Crosby,White Christmas,153530,https://i.scdn.co/image/f0236d962daad67feb631103ec47272830bc3d53,https://open.spotify.com/track/3vrUY1pjMM2LTt3tF0vKEG,spotify:track:3vrUY1pjMM2LTt3tF0vKEG,adult standards,TRUE,91.712,0.981,0.146,0.232,0.0321,-12.138,0.282,0.0626
2018-12-26 15:45:02,Little Saint Nick - 1991 Remix,The Beach Boys,The Beach Boys' Christmas Album,118840,https://i.scdn.co/image/5138ad67bba0da1e64fd6af891a7dc23d66b064a,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,brill building pop,TRUE,130.594,0.108,0.0512,0.602,0.0328,-9.336,0.553,0
2018-12-26 15:47:03,Mary's Boy Child / Oh My Lord,Boney M.,The Essential Boney M.,242040,https://i.scdn.co/image/55d196a8ef386b5f701679403cf63a97515f903f,https://open.spotify.com/track/6resBlGseVzmq56zkIvLWm,spotify:track:6resBlGseVzmq56zkIvLWm,disco,TRUE,112.537,0.0501,0.162,0.731,0.0312,-7.174,0.796,0
2018-12-26 15:50:37,I Wish It Could Be Christmas Everyday,Wizzard,I Wish It Could Be Christmas Everyday,278946,https://i.scdn.co/image/a9a6d16f818ff91fa4ca8cbbaa35abd47c94a5b4,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw,spotify:track:1mH6tZC6iXIHPI6EixCwxw,glam rock,TRUE,139.955,0.00422,0.444,0.383,0.0515,-6.43,0.914,0.000014
2018-12-26 15:51:07,I Wish It Could Be Christmas Everyday,Wizzard,I Wish It Could Be Christmas Everyday,278946,https://i.scdn.co/image/a9a6d16f818ff91fa4ca8cbbaa35abd47c94a5b4,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw,spotify:track:1mH6tZC6iXIHPI6EixCwxw,glam rock,TRUE,139.955,0.00422,0.444,0.383,0.0515,-6.43,0.914,0.000014
2018-12-26 15:55:47,2000 Miles - 2007 Remastered Version,Pretenders,Learning To Crawl [Expanded and Remastered],220426,https://i.scdn.co/image/d902890b26f2930f5293d9cd01441f6b4c67918b,https://open.spotify.com/track/5wTM2Bm8phDwHAuOsfBwhU,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,album rock,TRUE,66.214,0.00292,0.102,0.22,0.035,-9.051,0.708,0.0267
2018-12-26 15:59:28,Carol of the Bells,John Williams,Home Alone (Original Motion Picture Soundtrack) [25th Anniversary Edition],85266,https://i.scdn.co/image/6670069e43d7b529d0df50e8fbef8b1b284479e2,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI,spotify:track:4tHqQMWSqmL6YjXwsqthDI,soundtrack,TRUE,46.718,0.994,0.179,0.418,0.0448,-22.507,0.106,0.0292
2018-12-26 16:00:55,It's Beginning To Look A Lot Like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),206346,https://i.scdn.co/image/91c2445c170390988d8010c45abb5c9d4c2db174,https://open.spotify.com/track/5a1iz510sv2W9Dt1MvFd5R,spotify:track:5a1iz510sv2W9Dt1MvFd5R,adult standards,TRUE,93.269,0.907,0.292,0.35,0.0331,-11.042,0.232,0.00000921
2018-12-26 16:07:58,Underneath the Tree,Kelly Clarkson,Wrapped In Red,229640,https://i.scdn.co/image/ff6b67458d8ed3ada8be10060a8ef2bdbc32dbed,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,spotify:track:3nAp4IvdMPPWEH9uuXFFV5,dance pop,TRUE,159.876,0.0013,0.214,0.509,0.0537,-5.438,0.812,0.0000199
2018-12-26 16:11:50,White Christmas,Bing Crosby,Bing Crosby Rediscovered: The Soundtrack (American Masters),179293,https://i.scdn.co/image/e196297375a0034662bb40d24c78c5404b74370e,https://open.spotify.com/track/3FAO4AyAGNI7QSSnyZD256,spotify:track:3FAO4AyAGNI7QSSnyZD256,adult standards,TRUE,97.759,0.903,0.37,0.347,0.0328,-15.435,0.172,0.0024
2018-12-26 16:14:49,Merry Christmas Everyone - Single Version - Re-mastered 2004,Shakin' Stevens,Shakin' Stevens - The Collection,220186,https://i.scdn.co/image/c9d02128fd5aa605943a5736630de437b432d362,https://open.spotify.com/track/2DVmysS5JXqtrNyL5buBR0,spotify:track:2DVmysS5JXqtrNyL5buBR0,rock-and-roll,TRUE,101.649,0.133,0.119,0.728,0.0269,-3.084,0.909,0
2018-12-26 16:18:01,Santa's Coming For Us,Sia,Everyday Is Christmas,206533,https://i.scdn.co/image/77eb7c17cafe550382e885d1873e9bb7de519e1e,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6,spotify:track:3AlpkljBS1AU7HFVPms8K6,australian dance,TRUE,93.057,0.0205,0.047,0.669,0.0999,-4.486,0.854,0
2018-12-26 16:18:30,Santa's Coming For Us,Sia,Everyday Is Christmas,206533,https://i.scdn.co/image/77eb7c17cafe550382e885d1873e9bb7de519e1e,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6,spotify:track:3AlpkljBS1AU7HFVPms8K6,australian dance,TRUE,93.057,0.0205,0.047,0.669,0.0999,-4.486,0.854,0
2018-12-26 16:27:50,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,241106,https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,dance pop,TRUE,150.277,0.164,0.0708,0.335,0.0386,-7.462,0.625,0
2018-12-26 16:31:53,One More Sleep,Leona Lewis,"Christmas, With Love",239586,https://i.scdn.co/image/31f84c49d93c6027752d0ac6b73b2e030937a219,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d,spotify:track:78pn8k7RogKo2oxl0DyX6d,dance pop,TRUE,112.985,0.468,0.344,0.639,0.0362,-3.845,0.815,0
2018-12-26 16:43:28,I Saw Mommy Kissing Santa Claus,The Jackson 5,Christmas Album,181266,https://i.scdn.co/image/ff8ba5d83852dc5f1f4ded88aa85d9d40e50a622,https://open.spotify.com/track/01zXHEWbduYT33Mz0VnuEy,spotify:track:01zXHEWbduYT33Mz0VnuEy,adult standards,TRUE,128.897,0.263,0.817,0.583,0.0538,-8.222,0.712,0.00000102
2018-12-26 16:46:32,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,McCartney II (Special Edition),227653,https://i.scdn.co/image/c55948e61a6004332d309b44907e5e7176d5cde5,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7,spotify:track:4gavOCQdZ2g86gkvi17FM7,album rock,TRUE,94.736,0.322,0.0672,0.774,0.0319,-8.914,0.511,0
2018-12-26 16:50:21,Christmas Time (Donât Let The Bells End),The Darkness,Christmas Time (Donât Let The Bells End),209421,https://i.scdn.co/image/8921954cff230f94ae9c5b70f0cd52d4137409c2,https://open.spotify.com/track/71TMqU1mrkGxJfslDs6bAX,spotify:track:71TMqU1mrkGxJfslDs6bAX,comic,TRUE,123.974,0.0599,0.726,0.496,0.0518,-2.144,0.906,0.000032
2018-12-26 16:53:52,Deck The Hall - Remastered 1999,Nat King Cole,The Christmas Song,69440,https://i.scdn.co/image/834ca47cdd3817073dcc320b3a768e4d73c17fac,https://open.spotify.com/track/5WUx1mTgFVIPSIeWf1NXEl,spotify:track:5WUx1mTgFVIPSIeWf1NXEl,adult standards,TRUE,106.743,0.805,0.0774,0.694,0.0401,-10.909,0.362,0.0000462
2018-12-26 16:56:38,Have Yourself A Merry Little Christmas,Sam Smith,Have Yourself A Merry Little Christmas,170964,https://i.scdn.co/image/b5333d4d36c18cfde61d7b6619b0f2b5f8804ec4,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E,pop,TRUE,133.483,0.954,0.317,0.426,0.0436,-9.429,0.177,0
2018-12-26 16:59:59,Fairytale of New York (feat. Kirsty MacColl),The Pogues,If I Should Fall From Grace With God (Expanded),272200,https://i.scdn.co/image/28a0ae8f93bdb5148a56838906393906be53a6f9,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,spotify:track:3VTNVsTTu05dmTsVFrmGpK,celtic punk,TRUE,118.501,0.501,0.241,0.319,0.0342,-6.335,0.651,0.0000473
2018-12-26 16:59:59,Fairytale of New York (feat. Kirsty MacColl),The Pogues,If I Should Fall From Grace With God (Expanded),272200,https://i.scdn.co/image/28a0ae8f93bdb5148a56838906393906be53a6f9,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,spotify:track:3VTNVsTTu05dmTsVFrmGpK,celtic punk,TRUE,118.501,0.501,0.241,0.319,0.0342,-6.335,0.651,0.0000473
2018-12-26 17:04:33,A Spaceman Came Travelling,Chris de Burgh,Missing You - The Collection,307560,https://i.scdn.co/image/6ce0d71ae2f821f71c82d60ac2974ef42f245272,https://open.spotify.com/track/6JRVgGubYFxk9zHPSlZtrL,spotify:track:6JRVgGubYFxk9zHPSlZtrL,mellow gold,TRUE,96.634,0.64,0.105,0.287,0.0309,-10.292,0.355,0.0000842
2018-12-26 17:04:33,A Spaceman Came Travelling,Chris de Burgh,Missing You - The Collection,307560,https://i.scdn.co/image/6ce0d71ae2f821f71c82d60ac2974ef42f245272,https://open.spotify.com/track/6JRVgGubYFxk9zHPSlZtrL,spotify:track:6JRVgGubYFxk9zHPSlZtrL,mellow gold,TRUE,96.634,0.64,0.105,0.287,0.0309,-10.292,0.355,0.0000842
2018-12-26 18:10:11,Because This Must Be,Library Tapes,Keys,165557,https://i.scdn.co/image/3a5e38fb25a1591464ea36a859d0357335c9bf6b,https://open.spotify.com/track/50kFaiReFNK2erry20ksdq,spotify:track:50kFaiReFNK2erry20ksdq,ambient,TRUE,132.74,0.995,0.14,0.235,0.0412,-24.754,0.0729,0.874
2018-12-26 18:12:56,Forever Changeless,Nils Frahm,All Melody,167318,https://i.scdn.co/image/c52eb4f29cc7a9f9f04cdfb93dc16d0cc0eaac6d,https://open.spotify.com/track/7rUe7hhaKz57eJtgUpGnTj,spotify:track:7rUe7hhaKz57eJtgUpGnTj,chamber pop,TRUE,71.976,0.979,0.183,0.25,0.0372,-31.335,0.0136,0.951
2018-12-26 18:15:44,Valentine My Funny,F.S. Blumm,Tag Eins Tag Zwei,435666,https://i.scdn.co/image/8e054d0d79a7e7e00fb2710dccbcaa63c61b5b17,https://open.spotify.com/track/0g14q3zrGDf8GiVH8WnDl8,spotify:track:0g14q3zrGDf8GiVH8WnDl8,compositional ambient,TRUE,109.403,0.976,0.123,0.412,0.0433,-18.882,0.0859,0.9
2018-12-26 18:15:44,Valentine My Funny,F.S. Blumm,Tag Eins Tag Zwei,435666,https://i.scdn.co/image/8e054d0d79a7e7e00fb2710dccbcaa63c61b5b17,https://open.spotify.com/track/0g14q3zrGDf8GiVH8WnDl8,spotify:track:0g14q3zrGDf8GiVH8WnDl8,compositional ambient,TRUE,109.403,0.976,0.123,0.412,0.0433,-18.882,0.0859,0.9
2018-12-26 18:23:00,Sunson,Nils Frahm,All Melody,550311,https://i.scdn.co/image/c52eb4f29cc7a9f9f04cdfb93dc16d0cc0eaac6d,https://open.spotify.com/track/2ogNbjXk99YIAJTA6RupPa,spotify:track:2ogNbjXk99YIAJTA6RupPa,chamber pop,TRUE,99.991,0.923,0.0982,0.616,0.0471,-19.97,0.243,0.911
2018-12-26 18:23:00,Sunson,Nils Frahm,All Melody,550311,https://i.scdn.co/image/c52eb4f29cc7a9f9f04cdfb93dc16d0cc0eaac6d,https://open.spotify.com/track/2ogNbjXk99YIAJTA6RupPa,spotify:track:2ogNbjXk99YIAJTA6RupPa,chamber pop,TRUE,99.991,0.923,0.0982,0.616,0.0471,-19.97,0.243,0.911
2018-12-26 18:23:00,Sunson,Nils Frahm,All Melody,550311,https://i.scdn.co/image/c52eb4f29cc7a9f9f04cdfb93dc16d0cc0eaac6d,https://open.spotify.com/track/2ogNbjXk99YIAJTA6RupPa,spotify:track:2ogNbjXk99YIAJTA6RupPa,chamber pop,TRUE,99.991,0.923,0.0982,0.616,0.0471,-19.97,0.243,0.911
2018-12-26 18:32:11,Because This Must Be,Library Tapes,Keys,165557,https://i.scdn.co/image/3a5e38fb25a1591464ea36a859d0357335c9bf6b,https://open.spotify.com/track/50kFaiReFNK2erry20ksdq,spotify:track:50kFaiReFNK2erry20ksdq,ambient,TRUE,132.74,0.995,0.14,0.235,0.0412,-24.754,0.0729,0.874
2018-12-26 18:35:02,Son,Nils Frahm,Solo Remains,309375,https://i.scdn.co/image/2115ef7b8764cb85a3a2141c8b9b8ffea6075d8a,https://open.spotify.com/track/40Rfe8ArejB7qytqwH9Bhu,spotify:track:40Rfe8ArejB7qytqwH9Bhu,chamber pop,TRUE,74.771,0.941,0.122,0.33,0.167,-27.781,0.000596,0.959
2018-12-26 18:35:02,Son,Nils Frahm,Solo Remains,309375,https://i.scdn.co/image/2115ef7b8764cb85a3a2141c8b9b8ffea6075d8a,https://open.spotify.com/track/40Rfe8ArejB7qytqwH9Bhu,spotify:track:40Rfe8ArejB7qytqwH9Bhu,chamber pop,TRUE,74.771,0.941,0.122,0.33,0.167,-27.781,0.000596,0.959
2018-12-26 18:40:12,Some,Nils Frahm,Solo,254173,https://i.scdn.co/image/e37ac720c1181375e6a47cf8a7f176a5b4845ba0,https://open.spotify.com/track/4e3zgLnQFN8qDmR71In4f4,spotify:track:4e3zgLnQFN8qDmR71In4f4,chamber pop,TRUE,75.858,0.974,0.0711,0.314,0.0439,-33.496,0.00258,0.905
2018-12-26 18:44:26,Day One Two,F.S. Blumm,Tag Eins Tag Zwei,365913,https://i.scdn.co/image/8e054d0d79a7e7e00fb2710dccbcaa63c61b5b17,https://open.spotify.com/track/1tM4hixT8iaRqnXeWpBinP,spotify:track:1tM4hixT8iaRqnXeWpBinP,compositional ambient,TRUE,86.397,0.574,0.106,0.556,0.0361,-13.507,0.189,0.898
2018-12-26 18:44:26,Day One Two,F.S. Blumm,Tag Eins Tag Zwei,365913,https://i.scdn.co/image/8e054d0d79a7e7e00fb2710dccbcaa63c61b5b17,https://open.spotify.com/track/1tM4hixT8iaRqnXeWpBinP,spotify:track:1tM4hixT8iaRqnXeWpBinP,compositional ambient,TRUE,86.397,0.574,0.106,0.556,0.0361,-13.507,0.189,0.898
2018-12-26 18:50:33,Day Two Two,F.S. Blumm,Tag Eins Tag Zwei,200784,https://i.scdn.co/image/8e054d0d79a7e7e00fb2710dccbcaa63c61b5b17,https://open.spotify.com/track/2YaGNYwfUDGu2uPuMK1Qxo,spotify:track:2YaGNYwfUDGu2uPuMK1Qxo,compositional ambient,TRUE,164.063,0.398,0.0927,0.335,0.0505,-20.022,0.193,0.5
2018-12-26 18:53:54,Some,Nils Frahm,Solo Remains,254173,https://i.scdn.co/image/2115ef7b8764cb85a3a2141c8b9b8ffea6075d8a,https://open.spotify.com/track/2nQH8cNr4QiCMk7zoQWvgF,spotify:track:2nQH8cNr4QiCMk7zoQWvgF,chamber pop,TRUE,75.858,0.974,0.0711,0.314,0.0439,-33.496,0.00258,0.905
2018-12-26 18:53:54,Some,Nils Frahm,Solo Remains,254173,https://i.scdn.co/image/2115ef7b8764cb85a3a2141c8b9b8ffea6075d8a,https://open.spotify.com/track/2nQH8cNr4QiCMk7zoQWvgF,spotify:track:2nQH8cNr4QiCMk7zoQWvgF,chamber pop,TRUE,75.858,0.974,0.0711,0.314,0.0439,-33.496,0.00258,0.905
2018-12-26 18:58:09,Ambre,Nils Frahm,Wintermusik,227184,https://i.scdn.co/image/6fe9b7a145b94769d76cf5d5aeddb9efe6c23071,https://open.spotify.com/track/71BqXMUdoiYHohiDlMihIR,spotify:track:71BqXMUdoiYHohiDlMihIR,chamber pop,TRUE,145.833,0.993,0.117,0.409,0.0343,-25.613,0.0523,0.943
2018-12-26 19:01:56,03:06,Ólafur Arnalds,Trance Frendz,302246,https://i.scdn.co/image/1d485637c46534fe021624fda695a280f39b2b26,https://open.spotify.com/track/39DCX2gDUPXgERFG0se96r,spotify:track:39DCX2gDUPXgERFG0se96r,bow pop,TRUE,182.528,0.987,0.142,0.316,0.036,-29.038,0.112,0.911
2018-12-26 19:01:56,03:06,Ólafur Arnalds,Trance Frendz,302246,https://i.scdn.co/image/1d485637c46534fe021624fda695a280f39b2b26,https://open.spotify.com/track/39DCX2gDUPXgERFG0se96r,spotify:track:39DCX2gDUPXgERFG0se96r,bow pop,TRUE,182.528,0.987,0.142,0.316,0.036,-29.038,0.112,0.911
2018-12-26 19:06:59,00:26,Ólafur Arnalds,Trance Frendz,354642,https://i.scdn.co/image/1d485637c46534fe021624fda695a280f39b2b26,https://open.spotify.com/track/3komQYlaTRU2kI1fuNsfL7,spotify:track:3komQYlaTRU2kI1fuNsfL7,bow pop,TRUE,115.495,0.859,0.0776,0.659,0.0337,-21.354,0.194,0.917
